ICD9,HCC,HCC.PACE.ESRD,Description
95214,69,72,T1-t6 spin cord inj NEC 
95215,69,72,T7-t12 spin cord inj NOS
95216,68,71,Complete les cord/t7-t12
95217,69,72,Anterior cord syn/t7-t12
95218,69,72,Central cord syn/t7-t12 
95219,69,72,T7-t12 spin cord inj NEC
9522 ,69,72,Lumbar spinal cord injur
9523 ,69,72,Sacral spinal cord injur
9524 ,69,72,Cauda equina injury 
9528 ,69,72,Spin cord inj-mult site 
9529 ,69,72,Spinal cord injury NOS 
9580 ,164,173,Air embolism 
9581 ,164,173,Fat embolism 
9582 ,164,173,Secondary/recur hemorr 
9583 ,164,173,Posttraum wnd infec NEC 
9584 ,164,173,Traumatic shock 
9585 ,164,173,Traumatic anuria 
9586 ,164,173,Volkmann's isch contract
9587 ,164,173,Traum subcutan emphysema
9588 ,164,173,Early complic trauma NEC
95890,164,173,Compartment syndrome NOS
95891,164,173,Trauma comp synd up ext 
95892,164,173,Trauma comp synd low ext
95893,164,173,Trauma compart synd abd 
95899,164,173,Trauma compart synd NEC 
99590,,2,"SIRS, NOS "
99591,,2,Sepsis 
99592,,2,Severe sepsis 
99593,,2,SIRS-noninf w/o ac or ds
99594,,2,SIRS-noninf w ac org dys
99600,164,,Malfunc card dev/grf NOS
99601,164,,Malfunc cardiac pacemake
99602,164,,Malfunc prosth hrt valve
99603,164,,Malfunc coron bypass grf
99604,164,,Mch cmp autm mplnt dfbrl
99609,164,,Malfunc card dev/grf NEC
9961 ,164,176,Malfunc vasc device/graf
9962 ,164,176,Malfun neuro device/graf
99630,164,176,Malfunc gu dev/graft NOS
99631,164,176,Malfunc urethral cath 
99632,164,,Malfunction iud 
99639,164,176,Malfunc gu dev/graft NEC
99640,164,176,Cmp int orth dev/gft NOS
99641,164,176,Mech loosening pros jt 
99642,164,176,Dislocate prosthetic jt 
99643,164,176,Broke prosthtc jt implnt
99644,164,176,Periprosthetc fx-pros jt
99645,164,176,Periprosthetc osteolysis
99646,164,176,Articular wear prosth jt
99647,164,176,Mech com pros jt implant
99649,164,176,Mech com orth dev NEC 
99651,164,,Corneal grft malfunction
99652,164,,Oth tissue graft malfunc
99653,164,,Lens prosthesis malfunc 
99654,164,,Breast prosth malfunc 
99655,164,,Comp-artificial skin grf
99656,130,134,Comp-periton dialys cath
99657,164,,Complcation-insulin pump
99659,164,,Malfunc oth device/graft
99660,164,176,Reaction-unsp devic/grft
99661,164,176,React-cardiac dev/graft 
99662,164,176,React-oth vasc dev/graft
99663,164,176,React-nerv sys dev/graft
99664,164,176,React-indwell urin cath 
99665,164,176,React-oth genitourin dev
99666,164,176,React-inter joint prost 
99667,164,176,React-oth int ortho dev 
99668,130,134,React-periton dialy cath
99669,164,176,React-int pros devic NEC
99670,164,,Comp-unsp device/graft 
99671,164,,Comp-heart valve prosth 
99672,164,,Comp-oth cardiac device 
99673,130,134,Comp-ren dialys dev/grft
99674,164,176,Comp-oth vasc dev/graft 
99675,164,176,Comp-nerv sys dev/graft 
99676,164,176,Comp-genitourin dev/grft
99677,164,176,Comp-internal joint pros
99678,164,176,Comp-oth int ortho devic
99679,164,,Comp-int prost devic NEC
99681,,,Compl kidney transplant 
99682,174,186,Compl liver transplant 
99683,174,186,Compl heart transplant 
99684,174,186,Compl lung transplant 
99685,174,186,Compl marrow transplant 
99686,174,186,Compl pancreas transplnt
99687,174,186,Comp intestine transplnt
99688,174,186,Comp tp organ-stem cell 
99690,161,173,Comp reattach extrem NOS
99691,161,173,Compl reattached forearm
99692,161,173,Compl reattached hand 
99693,161,173,Compl reattached finger 
99694,161,173,Compl reattached arm NEC
99695,161,173,Compl reattached foot 
99696,161,173,Compl reattached leg NEC
99699,161,173,Compl reattach part NEC 
99700,164,,Nervous syst complc NOS 
99701,164,,Surg complication - cns 
99702,164,100,Iatrogen CV infarc/hmrhg
99709,164,,Surg comp nerv systm NEC
9971 ,164,,Surg compl-heart 
9972 ,164,,Surg comp-peri vasc syst
99731,164,114,Ventltr assoc pneumonia 
99732,164,,Postproc aspiration pneu
99739,164,,Respiratory comp NEC 
99749,164,,Oth digestv system comp 
9975 ,164,,Surg compl-urinary tract
99760,177,189,Amputat stump compl NOS 
99761,177,189,Neuroma amputation stump
99762,177,189,Infection amputat stump 
99769,177,189,Amputat stump compl NEC 
99771,164,,Vasc comp mesenteric art
99772,164,,Vasc comp renal artery 
99779,164,,Vascular comp vessel NEC
99800,164,,"Postoperative shock, NOS"
99801,79,84,"Postop shock,cardiogenic"
99802,2,2,"Postop shock, septic "
99809,164,,"Postop shock, other "
9986 ,164,,Persist postop fistula 
E9500,55,58,Poison-analgesics 
E9501,55,58,Poison-barbiturates 
E9502,55,58,Poison-sedat/hypnotic 
E9503,55,58,Poison-psychotropic agt 
E9504,55,58,Poison-drug/medicin NEC 
E9505,55,58,Poison-drug/medicin NOS 
E9506,55,58,Poison-agricult agent 
E9507,55,58,Poison-corrosiv/caustic 
E9508,55,58,Poison-arsenic 
E9509,55,58,Poison-solid/liquid NEC 
E9510,55,58,Poison-piped gas 
E9511,55,58,Poison-gas in container 
E9518,55,58,Poison-utility gas NEC 
E9520,55,58,Poison-exhaust gas 
E9521,55,58,Poison-co NEC 
E9528,55,58,Poison-gas/vapor NEC 
E9529,55,58,Poison-gas/vapor NOS 
E9530,55,58,Injury-hanging 
E9531,55,58,Injury-suff w plas bag 
E9538,55,58,Injury-strang/suff NEC 
E9539,55,58,Injury-strang/suff NOS 
E954 ,55,58,Injury-submersion 
E9550,55,58,Injury-handgun 
E9551,55,58,Injury-shotgun 
E9552,55,58,Injury-hunting rifle 
E9553,55,58,Injury-military firearm 
E9554,55,58,Injury-firearm NEC 
E9555,55,58,Injury-explosives 
E9556,55,58,Self inflict acc-air gun
E9557,55,58,Self inj-paintball gun 
E9559,55,58,Injury-firearm/expl NOS 
E956 ,55,58,Injury-cut instrument 
E9570,55,58,Injury-jump fm residence
E9571,55,58,Injury-jump fm struc NEC
E9572,55,58,Injury-jump fm natur sit
E9579,55,58,Injury-jump NEC 
E9580,55,58,Injury-moving object 
E9581,55,58,"Injury-burn, fire "
E9582,55,58,Injury-scald 
E9583,55,58,Injury-extreme cold 
E9584,55,58,Injury-electrocution 
E9585,55,58,Injury-motor veh crash 
E9586,55,58,Injury-aircraft crash 
E9587,55,58,Injury-caustic substance
E9588,55,58,Injury-NEC 
E9589,55,58,Injury-NOS 
E959 ,55,58,Late eff of self-injury 
V08 ,1,1,Asymp hiv infectn status
V420 ,,,Kidney transplant status
V421 ,174,186,Heart transplant status 
V426 ,174,186,Lung transplant status 
V427 ,174,186,Liver transplant status 
V4281,174,186,Trnspl status-bne marrow
V4282,174,186,Trspl sts-perip stm cell
V4283,174,186,Trnspl status-pancreas 
V4284,174,186,Trnspl status-intestines
V4321,174,186,Heart assist dev replace
V4322,174,186,Artficial heart replace 
V440 ,77,82,Tracheostomy status 
V441 ,176,188,Gastrostomy status 
V442 ,176,188,Ileostomy status 
V443 ,176,188,Colostomy status 
V444 ,176,188,Enterostomy status NEC 
V4450,176,188,Cystostomy status NOS 
V4451,176,188,Cutaneous-vesicos status
V4452,176,188,Appendico-vesicos status
V4459,176,188,Cystostomy status NEC 
V446 ,176,188,Urinostomy status NEC 
V448 ,176,188,Artif open status NEC 
V449 ,176,188,Artif open status NOS 
V4511,130,134,Renal dialysis status 
V4512,130,134,Noncmplnt w renal dialys
V4611,77,82,Respirator depend status
V4612,77,82,Resp depend-powr failure
V4613,77,82,Weaning from respirator 
V4614,77,82,Mech comp respirator 
V4970,177,189,Status amput lwr lmb NOS
V4971,177,189,Status amput great toe 
V4972,177,189,Status amput othr toe(s)
V4973,177,189,Status amput foot 
V4974,177,189,Status amput ankle 
V4975,177,189,Status amput below knee 
V4976,177,189,Status amput above knee 
V4977,177,189,Status amput hip 
V521 ,177,189,Fitting artificial leg 
V550 ,77,82,Atten to tracheostomy 
V551 ,176,188,Atten to gastrostomy 
V552 ,176,188,Atten to ileostomy 
V553 ,176,188,Atten to colostomy 
V554 ,176,188,Atten to enterostomy NEC
V555 ,176,188,Atten to cystostomy 
V556 ,176,188,Atten to urinostomy NEC 
V558 ,176,188,Attn to artif open NEC 
V559 ,176,188,Attn to artif open NOS 
V560 ,130,134,Renal dialysis encounter
V561 ,130,134,Ft/adj xtrcorp dial cath
V562 ,130,134,Fit/adj perit dial cath 
V5631,130,134,Hemodialysis testing 
V5632,130,134,Peritoneal dialysis test
V568 ,130,134,"Dialysis encounter, NEC "
V5867,19,19,Long-term use of insulin
V8541,,22,"BMI 40.0-44.9, adult "
V8542,,22,"BMI 45.0-49.9, adult "
V8543,,22,"BMI 50.0-59.9, adult "
V8544,,22,"BMI 60.0-69.9, adult "
V8545,,22,"BMI 70 and over, adult "
